Subject,Threshold,Metric,Network,SubjIndex_Exp,SubjIndex_Ref,SubjectID_Exp,SubjectID_Ref,Value
allsubs,0,DC_cort,DMN,1,1,PFM3T7T01,PFM3T7T01,0.855120946989192
allsubs,0,DC_cort,Vis,1,1,PFM3T7T01,PFM3T7T01,0.923023190835429
allsubs,0,DC_cort,FP,1,1,PFM3T7T01,PFM3T7T01,0.829374727261393
allsubs,0,DC_cort,DAN,1,1,PFM3T7T01,PFM3T7T01,0.688684617261856
allsubs,0,DC_cort,VAN,1,1,PFM3T7T01,PFM3T7T01,0.682775119617225
allsubs,0,DC_cort,Sal,1,1,PFM3T7T01,PFM3T7T01,0.689595375722543
allsubs,0,DC_cort,AMN,1,1,PFM3T7T01,PFM3T7T01,0.733408323959505
allsubs,0,DC_cort,SMd,1,1,PFM3T7T01,PFM3T7T01,0.642064932446058
allsubs,0,DC_cort,SMl,1,1,PFM3T7T01,PFM3T7T01,0.471067368063805
allsubs,0,DC_cort,Aud,1,1,PFM3T7T01,PFM3T7T01,0.677167247805699
allsubs,0,DC_cort,Tpole,1,1,PFM3T7T01,PFM3T7T01,0.391014975041597
allsubs,0,DC_cort,MTL,1,1,PFM3T7T01,PFM3T7T01,0.72992700729927
allsubs,0,DC_cort,PMN,1,1,PFM3T7T01,PFM3T7T01,0.72093567251462
allsubs,0,DC_cort,PON,1,1,PFM3T7T01,PFM3T7T01,0.729574223245109
allsubs,0,DC_cort,SCAN,1,1,PFM3T7T01,PFM3T7T01,0.678957718780728
allsubs,0,cDC_cort,DMN,1,1,PFM3T7T01,PFM3T7T01,0.855120946989192
allsubs,0,cDC_cort,Vis,1,1,PFM3T7T01,PFM3T7T01,0.923023190835429
allsubs,0,cDC_cort,FP,1,1,PFM3T7T01,PFM3T7T01,0.829374727261393
allsubs,0,cDC_cort,DAN,1,1,PFM3T7T01,PFM3T7T01,0.688684617261856
allsubs,0,cDC_cort,VAN,1,1,PFM3T7T01,PFM3T7T01,0.682775119617225
allsubs,0,cDC_cort,Sal,1,1,PFM3T7T01,PFM3T7T01,0.689595375722543
allsubs,0,cDC_cort,AMN,1,1,PFM3T7T01,PFM3T7T01,0.733408323959505
allsubs,0,cDC_cort,SMd,1,1,PFM3T7T01,PFM3T7T01,0.642064932446058
allsubs,0,cDC_cort,SMl,1,1,PFM3T7T01,PFM3T7T01,0.471067368063805
allsubs,0,cDC_cort,Aud,1,1,PFM3T7T01,PFM3T7T01,0.677167247805699
allsubs,0,cDC_cort,Tpole,1,1,PFM3T7T01,PFM3T7T01,0.391014975041597
allsubs,0,cDC_cort,MTL,1,1,PFM3T7T01,PFM3T7T01,0.72992700729927
allsubs,0,cDC_cort,PMN,1,1,PFM3T7T01,PFM3T7T01,0.72093567251462
allsubs,0,cDC_cort,PON,1,1,PFM3T7T01,PFM3T7T01,0.729574223245109
allsubs,0,cDC_cort,SCAN,1,1,PFM3T7T01,PFM3T7T01,0.678957718780728
allsubs,0,TP_cort,DMN,1,1,PFM3T7T01,PFM3T7T01,6646.0
allsubs,0,TP_cort,Vis,1,1,PFM3T7T01,PFM3T7T01,6607.0
allsubs,0,TP_cort,FP,1,1,PFM3T7T01,PFM3T7T01,6652.0
allsubs,0,TP_cort,DAN,1,1,PFM3T7T01,PFM3T7T01,4233.0
allsubs,0,TP_cort,VAN,1,1,PFM3T7T01,PFM3T7T01,1427.0
allsubs,0,TP_cort,Sal,1,1,PFM3T7T01,PFM3T7T01,1193.0
allsubs,0,TP_cort,AMN,1,1,PFM3T7T01,PFM3T7T01,5216.0
allsubs,0,TP_cort,SMd,1,1,PFM3T7T01,PFM3T7T01,1592.0
allsubs,0,TP_cort,SMl,1,1,PFM3T7T01,PFM3T7T01,1388.0
allsubs,0,TP_cort,Aud,1,1,PFM3T7T01,PFM3T7T01,2816.0
allsubs,0,TP_cort,Tpole,1,1,PFM3T7T01,PFM3T7T01,235.0
allsubs,0,TP_cort,MTL,1,1,PFM3T7T01,PFM3T7T01,2400.0
allsubs,0,TP_cort,PMN,1,1,PFM3T7T01,PFM3T7T01,1541.0
allsubs,0,TP_cort,PON,1,1,PFM3T7T01,PFM3T7T01,1268.0
allsubs,0,TP_cort,SCAN,1,1,PFM3T7T01,PFM3T7T01,1381.0
allsubs,0,TN_cort,DMN,1,1,PFM3T7T01,PFM3T7T01,50514.0
allsubs,0,TN_cort,Vis,1,1,PFM3T7T01,PFM3T7T01,51703.0
allsubs,0,TN_cort,FP,1,1,PFM3T7T01,PFM3T7T01,50023.0
allsubs,0,TN_cort,DAN,1,1,PFM3T7T01,PFM3T7T01,51352.0
allsubs,0,TN_cort,VAN,1,1,PFM3T7T01,PFM3T7T01,56659.0
allsubs,0,TN_cort,Sal,1,1,PFM3T7T01,PFM3T7T01,57145.0
allsubs,0,TN_cort,AMN,1,1,PFM3T7T01,PFM3T7T01,50404.0
allsubs,0,TN_cort,SMd,1,1,PFM3T7T01,PFM3T7T01,56045.0
allsubs,0,TN_cort,SMl,1,1,PFM3T7T01,PFM3T7T01,54907.0
allsubs,0,TN_cort,Aud,1,1,PFM3T7T01,PFM3T7T01,53911.0
allsubs,0,TN_cort,Tpole,1,1,PFM3T7T01,PFM3T7T01,58445.0
