Subject,Threshold,Metric,Network,SubjIndex_Exp,SubjIndex_Ref,SubjectID_Exp,SubjectID_Ref,Value
allsubs,0,PPVcorr_bayes_cort,Vis,1,1,PFM3T7T01,PFM3T7T01,0.896460732704487
allsubs,0,PPVcorr_bayes_cort,FP,1,1,PFM3T7T01,PFM3T7T01,0.679252139565504
allsubs,0,PPVcorr_bayes_cort,DAN,1,1,PFM3T7T01,PFM3T7T01,0.597157276753528
allsubs,0,PPVcorr_bayes_cort,VAN,1,1,PFM3T7T01,PFM3T7T01,0.670360402035409
allsubs,0,PPVcorr_bayes_cort,Sal,1,1,PFM3T7T01,PFM3T7T01,0.496114952365938
allsubs,0,PPVcorr_bayes_cort,AMN,1,1,PFM3T7T01,PFM3T7T01,0.407094353296146
allsubs,0,PPVcorr_bayes_cort,SMd,1,1,PFM3T7T01,PFM3T7T01,0.830582061068702
allsubs,0,PPVcorr_bayes_cort,SMl,1,1,PFM3T7T01,PFM3T7T01,0.386762034833786
allsubs,0,PPVcorr_bayes_cort,Aud,1,1,PFM3T7T01,PFM3T7T01,0.777796690951181
allsubs,0,PPVcorr_bayes_cort,Tpole,1,1,PFM3T7T01,PFM3T7T01,0.306039029535865
allsubs,0,PPVcorr_bayes_cort,MTL,1,1,PFM3T7T01,PFM3T7T01,0.63456128244599
allsubs,0,PPVcorr_bayes_cort,PMN,1,1,PFM3T7T01,PFM3T7T01,0.368913346259934
allsubs,0,PPVcorr_bayes_cort,PON,1,1,PFM3T7T01,PFM3T7T01,0.646628810129887
allsubs,0,PPVcorr_bayes_cort,SCAN,1,1,PFM3T7T01,PFM3T7T01,0.787588748090231
allsubs,0,MCC_cort,DMN,1,1,PFM3T7T01,PFM3T7T01,0.662635485090809
allsubs,0,MCC_cort,Vis,1,1,PFM3T7T01,PFM3T7T01,0.870794280416224
allsubs,0,MCC_cort,FP,1,1,PFM3T7T01,PFM3T7T01,0.686826570879956
allsubs,0,MCC_cort,DAN,1,1,PFM3T7T01,PFM3T7T01,0.411419923682227
allsubs,0,MCC_cort,VAN,1,1,PFM3T7T01,PFM3T7T01,0.60633508122018
allsubs,0,MCC_cort,Sal,1,1,PFM3T7T01,PFM3T7T01,0.519028404405596
allsubs,0,MCC_cort,AMN,1,1,PFM3T7T01,PFM3T7T01,0.521085813665036
allsubs,0,MCC_cort,SMd,1,1,PFM3T7T01,PFM3T7T01,0.494418092011133
allsubs,0,MCC_cort,SMl,1,1,PFM3T7T01,PFM3T7T01,0.407257270319952
allsubs,0,MCC_cort,Aud,1,1,PFM3T7T01,PFM3T7T01,0.418187733064424
allsubs,0,MCC_cort,Tpole,1,1,PFM3T7T01,PFM3T7T01,0.312777658927823
allsubs,0,MCC_cort,MTL,1,1,PFM3T7T01,PFM3T7T01,0.446027764141758
allsubs,0,MCC_cort,PMN,1,1,PFM3T7T01,PFM3T7T01,0.429501190659413
allsubs,0,MCC_cort,PON,1,1,PFM3T7T01,PFM3T7T01,0.567326860693568
allsubs,0,MCC_cort,SCAN,1,1,PFM3T7T01,PFM3T7T01,0.58543210564121
allsubs,0,muI_cort,WholeBrainOrSingleVal,1,1,PFM3T7T01,PFM3T7T01,1.62437658852281
allsubs,0,VIn_cort,WholeBrainOrSingleVal,1,1,PFM3T7T01,PFM3T7T01,0.236977443698654
allsubs,0,MIn_cort,WholeBrainOrSingleVal,1,1,PFM3T7T01,PFM3T7T01,0.463653740327707
allsubs,0,DC_cort,DMN,1,2,PFM3T7T01,PFM3T7T02,0.525698566671493
allsubs,0,DC_cort,Vis,1,2,PFM3T7T01,PFM3T7T02,0.834964412811388
allsubs,0,DC_cort,FP,1,2,PFM3T7T01,PFM3T7T02,0.515473564601297
allsubs,0,DC_cort,DAN,1,2,PFM3T7T01,PFM3T7T02,0.422339304531085
allsubs,0,DC_cort,VAN,1,2,PFM3T7T01,PFM3T7T02,0.355899945622621
allsubs,0,DC_cort,Sal,1,2,PFM3T7T01,PFM3T7T02,0.298397040690506
allsubs,0,DC_cort,AMN,1,2,PFM3T7T01,PFM3T7T02,0.396769411644431
allsubs,0,DC_cort,SMd,1,2,PFM3T7T01,PFM3T7T02,0.318163830629205
allsubs,0,DC_cort,SMl,1,2,PFM3T7T01,PFM3T7T02,0.34665282823041
allsubs,0,DC_cort,Aud,1,2,PFM3T7T01,PFM3T7T02,0.367149758454106
allsubs,0,DC_cort,Tpole,1,2,PFM3T7T01,PFM3T7T02,0.271551724137931
allsubs,0,DC_cort,MTL,1,2,PFM3T7T01,PFM3T7T02,0.443793175633243
allsubs,0,DC_cort,PMN,1,2,PFM3T7T01,PFM3T7T02,0.317176870748299
allsubs,0,DC_cort,PON,1,2,PFM3T7T01,PFM3T7T02,0.446765155374427
allsubs,0,DC_cort,SCAN,1,2,PFM3T7T01,PFM3T7T02,0.356041992405629
allsubs,0,cDC_cort,DMN,1,2,PFM3T7T01,PFM3T7T02,0.525698566671493
allsubs,0,cDC_cort,Vis,1,2,PFM3T7T01,PFM3T7T02,0.834964412811388
allsubs,0,cDC_cort,FP,1,2,PFM3T7T01,PFM3T7T02,0.515473564601297
allsubs,0,cDC_cort,DAN,1,2,PFM3T7T01,PFM3T7T02,0.422339304531085
allsubs,0,cDC_cort,VAN,1,2,PFM3T7T01,PFM3T7T02,0.355899945622621
allsubs,0,cDC_cort,Sal,1,2,PFM3T7T01,PFM3T7T02,0.298397040690506
allsubs,0,cDC_cort,AMN,1,2,PFM3T7T01,PFM3T7T02,0.396769411644431
allsubs,0,cDC_cort,SMd,1,2,PFM3T7T01,PFM3T7T02,0.318163830629205
allsubs,0,cDC_cort,SMl,1,2,PFM3T7T01,PFM3T7T02,0.34665282823041
allsubs,0,cDC_cort,Aud,1,2,PFM3T7T01,PFM3T7T02,0.367149758454106
allsubs,0,cDC_cort,Tpole,1,2,PFM3T7T01,PFM3T7T02,0.271551724137931
allsubs,0,cDC_cort,MTL,1,2,PFM3T7T01,PFM3T7T02,0.443793175633243
allsubs,0,cDC_cort,PMN,1,2,PFM3T7T01,PFM3T7T02,0.317176870748299
allsubs,0,cDC_cort,PON,1,2,PFM3T7T01,PFM3T7T02,0.446765155374427
allsubs,0,cDC_cort,SCAN,1,2,PFM3T7T01,PFM3T7T02,0.356041992405629
allsubs,0,TP_cort,DMN,1,2,PFM3T7T01,PFM3T7T02,3631.0
allsubs,0,TP_cort,Vis,1,2,PFM3T7T01,PFM3T7T02,5631.0
allsubs,0,TP_cort,FP,1,2,PFM3T7T01,PFM3T7T02,3856.0
allsubs,0,TP_cort,DAN,1,2,PFM3T7T01,PFM3T7T02,2004.0
allsubs,0,TP_cort,VAN,1,2,PFM3T7T01,PFM3T7T02,1309.0
allsubs,0,TP_cort,Sal,1,2,PFM3T7T01,PFM3T7T02,726.0
allsubs,0,TP_cort,AMN,1,2,PFM3T7T01,PFM3T7T02,3881.0
allsubs,0,TP_cort,SMd,1,2,PFM3T7T01,PFM3T7T02,804.0
allsubs,0,TP_cort,SMl,1,2,PFM3T7T01,PFM3T7T02,1002.0
allsubs,0,TP_cort,Aud,1,2,PFM3T7T01,PFM3T7T02,950.0
