Subject,Threshold,Metric,Network,ExpMin,RefMin,Value
PFM3T7T01,0.99,PPV_cort,FP,45,70,0.850410141685309
PFM3T7T01,0.99,PPV_cort,FP,5,70,0.787074951041481
PFM3T7T01,0.99,PPV_cort,FP,50,70,0.828122789644929
PFM3T7T01,0.99,PPV_cort,FP,55,70,0.85752728359994
PFM3T7T01,0.99,PPV_cort,FP,60,70,0.87043795620438
PFM3T7T01,0.99,PPV_cort,FP,65,70,0.867417417417417
PFM3T7T01,0.99,PPV_cort,FP,70,70,0.844766368413578
PFM3T7T01,0.99,PPV_cort,MTL,10,70,0.925311203319502
PFM3T7T01,0.99,PPV_cort,MTL,15,70,0.953995157384988
PFM3T7T01,0.99,PPV_cort,MTL,20,70,0.902077151335312
PFM3T7T01,0.99,PPV_cort,MTL,25,70,0.908503767491927
PFM3T7T01,0.99,PPV_cort,MTL,30,70,0.886100386100386
PFM3T7T01,0.99,PPV_cort,MTL,35,70,0.887365328109696
PFM3T7T01,0.99,PPV_cort,MTL,40,70,0.868913857677903
PFM3T7T01,0.99,PPV_cort,MTL,45,70,0.897009966777409
PFM3T7T01,0.99,PPV_cort,MTL,5,70,1.0
PFM3T7T01,0.99,PPV_cort,MTL,50,70,0.850958126330731
PFM3T7T01,0.99,PPV_cort,MTL,55,70,0.850597609561753
PFM3T7T01,0.99,PPV_cort,MTL,60,70,0.855208946439082
PFM3T7T01,0.99,PPV_cort,MTL,65,70,0.899747793190416
PFM3T7T01,0.99,PPV_cort,MTL,70,70,0.903112155020552
PFM3T7T01,0.99,PPV_cort,PMN,10,70,0.863579474342929
PFM3T7T01,0.99,PPV_cort,PMN,15,70,0.960839160839161
PFM3T7T01,0.99,PPV_cort,PMN,20,70,0.928026172300982
PFM3T7T01,0.99,PPV_cort,PMN,25,70,0.868121442125237
PFM3T7T01,0.99,PPV_cort,PMN,30,70,0.880503144654088
PFM3T7T01,0.99,PPV_cort,PMN,35,70,0.928652321630804
PFM3T7T01,0.99,PPV_cort,PMN,40,70,0.917046490428441
PFM3T7T01,0.99,PPV_cort,PMN,45,70,0.942186088527552
PFM3T7T01,0.99,PPV_cort,PMN,5,70,0.770524233432245
PFM3T7T01,0.99,PPV_cort,PMN,50,70,0.939615736505032
PFM3T7T01,0.99,PPV_cort,PMN,55,70,0.920985556499575
PFM3T7T01,0.99,PPV_cort,PMN,60,70,0.913113435237329
PFM3T7T01,0.99,PPV_cort,PMN,65,70,0.863157894736842
PFM3T7T01,0.99,PPV_cort,PMN,70,70,0.812692544670364
PFM3T7T01,0.99,PPV_cort,PON,10,70,0.867231638418079
PFM3T7T01,0.99,PPV_cort,PON,15,70,0.863729508196721
PFM3T7T01,0.99,PPV_cort,PON,20,70,0.835654596100279
PFM3T7T01,0.99,PPV_cort,PON,25,70,0.818256578947368
PFM3T7T01,0.99,PPV_cort,PON,30,70,0.838417147568013
PFM3T7T01,0.99,PPV_cort,PON,35,70,0.845843422114609
PFM3T7T01,0.99,PPV_cort,PON,40,70,0.817708333333333
PFM3T7T01,0.99,PPV_cort,PON,45,70,0.805575411007863
PFM3T7T01,0.99,PPV_cort,PON,5,70,0.941441441441441
PFM3T7T01,0.99,PPV_cort,PON,50,70,0.815789473684211
PFM3T7T01,0.99,PPV_cort,PON,55,70,0.819866567828021
PFM3T7T01,0.99,PPV_cort,PON,60,70,0.815547703180212
PFM3T7T01,0.99,PPV_cort,PON,65,70,0.816326530612245
PFM3T7T01,0.99,PPV_cort,PON,70,70,0.834456928838951
PFM3T7T01,0.99,PPV_cort,SCAN,10,70,0.936170212765957
PFM3T7T01,0.99,PPV_cort,SCAN,15,70,0.927388535031847
PFM3T7T01,0.99,PPV_cort,SCAN,20,70,0.81926683716965
PFM3T7T01,0.99,PPV_cort,SCAN,25,70,0.808661417322835
PFM3T7T01,0.99,PPV_cort,SCAN,30,70,0.858227848101266
PFM3T7T01,0.99,PPV_cort,SCAN,35,70,0.857524487978629
PFM3T7T01,0.99,PPV_cort,SCAN,40,70,0.859838274932615
PFM3T7T01,0.99,PPV_cort,SCAN,45,70,0.852017937219731
PFM3T7T01,0.99,PPV_cort,SCAN,5,70,0.878787878787879
PFM3T7T01,0.99,PPV_cort,SCAN,50,70,0.86052871467639
PFM3T7T01,0.99,PPV_cort,SCAN,55,70,0.863392857142857
PFM3T7T01,0.99,PPV_cort,SCAN,60,70,0.871859296482412
PFM3T7T01,0.99,PPV_cort,SCAN,65,70,0.79192334017796
PFM3T7T01,0.99,PPV_cort,SCAN,70,70,0.745794392523364
PFM3T7T01,0.99,PPV_cort,SMd,10,70,1.0
PFM3T7T01,0.99,PPV_cort,SMd,15,70,0.979502196193265
PFM3T7T01,0.99,PPV_cort,SMd,20,70,0.973544973544973
PFM3T7T01,0.99,PPV_cort,SMd,25,70,0.930150309460654
PFM3T7T01,0.99,PPV_cort,SMd,30,70,0.9063270336894
PFM3T7T01,0.99,PPV_cort,SMd,35,70,0.901462663587375
PFM3T7T01,0.99,PPV_cort,SMd,40,70,0.892400300978179
PFM3T7T01,0.99,PPV_cort,SMd,45,70,0.881831610044313
PFM3T7T01,0.99,PPV_cort,SMd,5,70,1.0
PFM3T7T01,0.99,PPV_cort,SMd,50,70,0.903345724907063
PFM3T7T01,0.99,PPV_cort,SMd,55,70,0.895491803278688
PFM3T7T01,0.99,PPV_cort,SMd,60,70,0.890267798824298
PFM3T7T01,0.99,PPV_cort,SMd,65,70,0.906312292358804
PFM3T7T01,0.99,PPV_cort,SMd,70,70,0.919025674786043
PFM3T7T01,0.99,PPV_cort,SMl,10,70,0.80943025540275
PFM3T7T01,0.99,PPV_cort,SMl,15,70,0.801369863013699
PFM3T7T01,0.99,PPV_cort,SMl,20,70,0.678966789667897
PFM3T7T01,0.99,PPV_cort,SMl,25,70,0.756076388888889
PFM3T7T01,0.99,PPV_cort,SMl,30,70,0.779334500875657
PFM3T7T01,0.99,PPV_cort,SMl,35,70,0.764547896150403
PFM3T7T01,0.99,PPV_cort,SMl,40,70,0.784888888888889
PFM3T7T01,0.99,PPV_cort,SMl,45,70,0.764906303236797
PFM3T7T01,0.99,PPV_cort,SMl,5,70,0.798982188295165
PFM3T7T01,0.99,PPV_cort,SMl,50,70,0.74428450465707
PFM3T7T01,0.99,PPV_cort,SMl,55,70,0.755972696245734
PFM3T7T01,0.99,PPV_cort,SMl,60,70,0.750413223140496
PFM3T7T01,0.99,PPV_cort,SMl,65,70,0.645484949832776
PFM3T7T01,0.99,PPV_cort,SMl,70,70,0.586992773763202
PFM3T7T01,0.99,PPV_cort,Sal,10,70,0.801851851851852
PFM3T7T01,0.99,PPV_cort,Sal,15,70,0.778364116094987
PFM3T7T01,0.99,PPV_cort,Sal,20,70,0.714847590953786
PFM3T7T01,0.99,PPV_cort,Sal,25,70,0.851063829787234
PFM3T7T01,0.99,PPV_cort,Sal,30,70,0.867709815078236
PFM3T7T01,0.99,PPV_cort,Sal,35,70,0.919003115264797
PFM3T7T01,0.99,PPV_cort,Sal,40,70,0.874309392265193
PFM3T7T01,0.99,PPV_cort,Sal,45,70,0.871862615587847
PFM3T7T01,0.99,PPV_cort,Sal,5,70,0.833020637898687
PFM3T7T01,0.99,PPV_cort,Sal,50,70,0.855582524271845
PFM3T7T01,0.99,PPV_cort,Sal,55,70,0.82089552238806
PFM3T7T01,0.99,PPV_cort,Sal,60,70,0.8
PFM3T7T01,0.99,PPV_cort,Sal,65,70,0.792662116040956
PFM3T7T01,0.99,PPV_cort,Sal,70,70,0.800513698630137
PFM3T7T01,0.99,PPV_cort,Tpole,10,70,0.466666666666667
PFM3T7T01,0.99,PPV_cort,Tpole,15,70,0.569105691056911
PFM3T7T01,0.99,PPV_cort,Tpole,20,70,0.399082568807339
PFM3T7T01,0.99,PPV_cort,Tpole,25,70,0.538961038961039
PFM3T7T01,0.99,PPV_cort,Tpole,30,70,0.592057761732852
PFM3T7T01,0.99,PPV_cort,Tpole,35,70,0.552631578947368
PFM3T7T01,0.99,PPV_cort,Tpole,40,70,0.525333333333333
PFM3T7T01,0.99,PPV_cort,Tpole,45,70,0.517341040462428
PFM3T7T01,0.99,PPV_cort,Tpole,5,70,0.466666666666667
PFM3T7T01,0.99,PPV_cort,Tpole,50,70,0.522727272727273
PFM3T7T01,0.99,PPV_cort,Tpole,55,70,0.591760299625468
PFM3T7T01,0.99,PPV_cort,Tpole,60,70,0.569444444444444
PFM3T7T01,0.99,PPV_cort,Tpole,65,70,0.612068965517241
PFM3T7T01,0.99,PPV_cort,Tpole,70,70,0.624489795918367
PFM3T7T01,0.99,PPV_cort,VAN,10,70,0.935233160621762
PFM3T7T01,0.99,PPV_cort,VAN,15,70,0.946127946127946
PFM3T7T01,0.99,PPV_cort,VAN,20,70,0.955249569707401
PFM3T7T01,0.99,PPV_cort,VAN,25,70,0.961024498886414
PFM3T7T01,0.99,PPV_cort,VAN,30,70,0.959139784946237
PFM3T7T01,0.99,PPV_cort,VAN,35,70,0.959537572254335
PFM3T7T01,0.99,PPV_cort,VAN,40,70,0.931578947368421
PFM3T7T01,0.99,PPV_cort,VAN,45,70,0.948663101604278
PFM3T7T01,0.99,PPV_cort,VAN,5,70,0.832129963898917
PFM3T7T01,0.99,PPV_cort,VAN,50,70,0.938956714761376
PFM3T7T01,0.99,PPV_cort,VAN,55,70,0.934761441090555
PFM3T7T01,0.99,PPV_cort,VAN,60,70,0.957928802588997
PFM3T7T01,0.99,PPV_cort,VAN,65,70,0.930630630630631
PFM3T7T01,0.99,PPV_cort,VAN,70,70,0.94257064721969
PFM3T7T01,0.99,PPV_cort,Vis,10,70,0.973184746648093
PFM3T7T01,0.99,PPV_cort,Vis,15,70,0.971585244267198
PFM3T7T01,0.99,PPV_cort,Vis,20,70,0.952373316228352
PFM3T7T01,0.99,PPV_cort,Vis,25,70,0.941647421093149
PFM3T7T01,0.99,PPV_cort,Vis,30,70,0.925562006848295
PFM3T7T01,0.99,PPV_cort,Vis,35,70,0.932327457424559
PFM3T7T01,0.99,PPV_cort,Vis,40,70,0.929961089494163
PFM3T7T01,0.99,PPV_cort,Vis,45,70,0.932267884322679
PFM3T7T01,0.99,PPV_cort,Vis,5,70,0.975731895223421
PFM3T7T01,0.99,PPV_cort,Vis,50,70,0.93509219007645
PFM3T7T01,0.99,PPV_cort,Vis,55,70,0.931412276752214
PFM3T7T01,0.99,PPV_cort,Vis,60,70,0.939224852963354
PFM3T7T01,0.99,PPV_cort,Vis,65,70,0.957767952431773
PFM3T7T01,0.99,PPV_cort,Vis,70,70,0.965098634294385
PFM3T7T01,0.99,TNR_cort,Aud,10,70,0.999650895728066
PFM3T7T01,0.99,TNR_cort,Aud,15,70,0.998621956821314
PFM3T7T01,0.99,TNR_cort,Aud,20,70,0.997096922370234
PFM3T7T01,0.99,TNR_cort,Aud,25,70,0.997684887459807
PFM3T7T01,0.99,TNR_cort,Aud,30,70,0.99805236564079
PFM3T7T01,0.99,TNR_cort,Aud,35,70,0.997813504823151
PFM3T7T01,0.99,TNR_cort,Aud,40,70,0.995130914101975
PFM3T7T01,0.99,TNR_cort,Aud,45,70,0.995590261828204
PFM3T7T01,0.99,TNR_cort,Aud,5,70,0.999853008727607
PFM3T7T01,0.99,TNR_cort,Aud,50,70,0.994855305466238
PFM3T7T01,0.99,TNR_cort,Aud,55,70,0.995627009646302
PFM3T7T01,0.99,TNR_cort,Aud,60,70,0.995645383555351
PFM3T7T01,0.99,TNR_cort,Aud,65,70,0.995112540192926
PFM3T7T01,0.99,TNR_cort,Aud,70,70,0.994671566375746
PFM3T7T01,0.99,TNR_cort,AMN,10,70,0.921365205448944
PFM3T7T01,0.99,TNR_cort,AMN,15,70,0.947366467465944
PFM3T7T01,0.99,TNR_cort,AMN,20,70,0.954957128540143
PFM3T7T01,0.99,TNR_cort,AMN,25,70,0.951672172525148
PFM3T7T01,0.99,TNR_cort,AMN,30,70,0.948220184848372
PFM3T7T01,0.99,TNR_cort,AMN,35,70,0.947607735421848
PFM3T7T01,0.99,TNR_cort,AMN,40,70,0.947960357818938
PFM3T7T01,0.99,TNR_cort,AMN,45,70,0.943209234994989
PFM3T7T01,0.99,TNR_cort,AMN,5,70,0.939664451950559
PFM3T7T01,0.99,TNR_cort,AMN,50,70,0.944137188671542
PFM3T7T01,0.99,TNR_cort,AMN,55,70,0.941557477450726
PFM3T7T01,0.99,TNR_cort,AMN,60,70,0.948628484466055
PFM3T7T01,0.99,TNR_cort,AMN,65,70,0.956998626628559
PFM3T7T01,0.99,TNR_cort,AMN,70,70,0.961749749452507
PFM3T7T01,0.99,TNR_cort,DAN,10,70,0.996984480639213
PFM3T7T01,0.99,TNR_cort,DAN,15,70,0.994045789797173
PFM3T7T01,0.99,TNR_cort,DAN,20,70,0.992048248309773
PFM3T7T01,0.99,TNR_cort,DAN,25,70,0.993604025814382
PFM3T7T01,0.99,TNR_cort,DAN,30,70,0.994410725261217
PFM3T7T01,0.99,TNR_cort,DAN,35,70,0.996081745543946
PFM3T7T01,0.99,TNR_cort,DAN,40,70,0.995639981561156
PFM3T7T01,0.99,TNR_cort,DAN,45,70,0.995716810079902
PFM3T7T01,0.99,TNR_cort,DAN,5,70,0.999692685925015
PFM3T7T01,0.99,TNR_cort,DAN,50,70,0.996177781192379
PFM3T7T01,0.99,TNR_cort,DAN,55,70,0.995524738783036
PFM3T7T01,0.99,TNR_cort,DAN,60,70,0.995102181929932
PFM3T7T01,0.99,TNR_cort,DAN,65,70,0.995409496004917
PFM3T7T01,0.99,TNR_cort,DAN,70,70,0.995639981561156
PFM3T7T01,0.99,TNR_cort,DMN,10,70,0.993203408089315
PFM3T7T01,0.99,TNR_cort,DMN,15,70,0.993791009695427
PFM3T7T01,0.99,TNR_cort,DMN,20,70,0.994300264420723
PFM3T7T01,0.99,TNR_cort,DMN,25,70,0.996239349720889
PFM3T7T01,0.99,TNR_cort,DMN,30,70,0.996063069239056
PFM3T7T01,0.99,TNR_cort,DMN,35,70,0.995730094995593
PFM3T7T01,0.99,TNR_cort,DMN,40,70,0.996278523161297
PFM3T7T01,0.99,TNR_cort,DMN,45,70,0.996964058368426
PFM3T7T01,0.99,TNR_cort,DMN,5,70,0.996474390363334
PFM3T7T01,0.99,TNR_cort,DMN,50,70,0.997003231808834
PFM3T7T01,0.99,TNR_cort,DMN,55,70,0.996435216922926
PFM3T7T01,0.99,TNR_cort,DMN,60,70,0.997022818529037
PFM3T7T01,0.99,TNR_cort,DMN,65,70,0.996748604446186
PFM3T7T01,0.99,TNR_cort,DMN,70,70,0.997218685731074
PFM3T7T01,0.99,TNR_cort,FP,10,70,0.984544108883293
PFM3T7T01,0.99,TNR_cort,FP,15,70,0.990676483592533
PFM3T7T01,0.99,TNR_cort,FP,20,70,0.984582556373633
PFM3T7T01,0.99,TNR_cort,FP,25,70,0.983467579153771
PFM3T7T01,0.99,TNR_cort,FP,30,70,0.980141871239355
PFM3T7T01,0.99,TNR_cort,FP,35,70,0.977815798073781
PFM3T7T01,0.99,TNR_cort,FP,40,70,0.982102693246698
PFM3T7T01,0.99,TNR_cort,FP,45,70,0.980718583594456
PFM3T7T01,0.99,TNR_cort,FP,5,70,0.977008400776639
PFM3T7T01,0.99,TNR_cort,FP,50,70,0.976643149618409
PFM3T7T01,0.99,TNR_cort,FP,55,70,0.981679770852958
PFM3T7T01,0.99,TNR_cort,FP,60,70,0.983621369115131
PFM3T7T01,0.99,TNR_cort,FP,65,70,0.98302543301486
PFM3T7T01,0.99,TNR_cort,FP,70,70,0.978988446529153
PFM3T7T01,0.99,TNR_cort,MTL,10,70,0.999679344437517
PFM3T7T01,0.99,TNR_cort,MTL,15,70,0.999661530239601
PFM3T7T01,0.99,TNR_cort,MTL,20,70,0.998824262937561
PFM3T7T01,0.99,TNR_cort,MTL,25,70,0.998485793177162
PFM3T7T01,0.99,TNR_cort,MTL,30,70,0.997897924645943
PFM3T7T01,0.99,TNR_cort,MTL,35,70,0.99795136723969
PFM3T7T01,0.99,TNR_cort,MTL,40,70,0.997506012291797
PFM3T7T01,0.99,TNR_cort,MTL,45,70,0.997791039458448
PFM3T7T01,0.99,TNR_cort,MTL,5,70,1.0
PFM3T7T01,0.99,TNR_cort,MTL,50,70,0.996259018437695
PFM3T7T01,0.99,TNR_cort,MTL,55,70,0.995991805468959
PFM3T7T01,0.99,TNR_cort,MTL,60,70,0.995617707312728
PFM3T7T01,0.99,TNR_cort,MTL,65,70,0.997167542531397
PFM3T7T01,0.99,TNR_cort,MTL,70,70,0.997060657343903
PFM3T7T01,0.99,TNR_cort,PMN,10,70,0.998106060606061
PFM3T7T01,0.99,TNR_cort,PMN,15,70,0.999513483458438
PFM3T7T01,0.99,TNR_cort,PMN,20,70,0.998853211009174
PFM3T7T01,0.99,TNR_cort,PMN,25,70,0.997584792882958
PFM3T7T01,0.99,TNR_cort,PMN,30,70,0.99801918265221
PFM3T7T01,0.99,TNR_cort,PMN,35,70,0.998905337781485
PFM3T7T01,0.99,TNR_cort,PMN,40,70,0.998418821239922
PFM3T7T01,0.99,TNR_cort,PMN,45,70,0.998887962190715
PFM3T7T01,0.99,TNR_cort,PMN,5,70,0.99596886294134
PFM3T7T01,0.99,TNR_cort,PMN,50,70,0.998853211009174
PFM3T7T01,0.99,TNR_cort,PMN,55,70,0.998384070058382
PFM3T7T01,0.99,TNR_cort,PMN,60,70,0.998123436196831
PFM3T7T01,0.99,TNR_cort,PMN,65,70,0.996611759799833
PFM3T7T01,0.99,TNR_cort,PMN,70,70,0.994717820405894
PFM3T7T01,0.99,TNR_cort,PON,10,70,0.999184608178207
PFM3T7T01,0.99,TNR_cort,PON,15,70,0.997692614631946
PFM3T7T01,0.99,TNR_cort,PON,20,70,0.99692926909665
PFM3T7T01,0.99,TNR_cort,PON,25,70,0.996165923561354
PFM3T7T01,0.99,TNR_cort,PON,30,70,0.996599642615499
PFM3T7T01,0.99,TNR_cort,PON,35,70,0.996686386426328
PFM3T7T01,0.99,TNR_cort,PON,40,70,0.995749553269374
PFM3T7T01,0.99,TNR_cort,PON,45,70,0.995281136690897
PFM3T7T01,0.99,TNR_cort,PON,5,70,0.999774466091844
PFM3T7T01,0.99,TNR_cort,PON,50,70,0.995628111934214
PFM3T7T01,0.99,TNR_cort,PON,55,70,0.995784250793706
PFM3T7T01,0.99,TNR_cort,PON,60,70,0.995471973074721
PFM3T7T01,0.99,TNR_cort,PON,65,70,0.995628111934214
PFM3T7T01,0.99,TNR_cort,PON,70,70,0.996165923561354
PFM3T7T01,0.99,TNR_cort,SCAN,10,70,0.999635188659579
PFM3T7T01,0.99,TNR_cort,SCAN,15,70,0.999009797790286
PFM3T7T01,0.99,TNR_cort,SCAN,20,70,0.996317142658606
PFM3T7T01,0.99,TNR_cort,SCAN,25,70,0.99577861163227
PFM3T7T01,0.99,TNR_cort,SCAN,30,70,0.997081509276631
PFM3T7T01,0.99,TNR_cort,SCAN,35,70,0.997220485025363
PFM3T7T01,0.99,TNR_cort,SCAN,40,70,0.997289972899729
PFM3T7T01,0.99,TNR_cort,SCAN,45,70,0.997133625182406
PFM3T7T01,0.99,TNR_cort,SCAN,5,70,0.999235633381975
PFM3T7T01,0.99,TNR_cort,SCAN,50,70,0.997342088805503
PFM3T7T01,0.99,TNR_cort,SCAN,55,70,0.997342088805503
PFM3T7T01,0.99,TNR_cort,SCAN,60,70,0.997342088805503
PFM3T7T01,0.99,TNR_cort,SCAN,65,70,0.99471892154819
PFM3T7T01,0.99,TNR_cort,SCAN,70,70,0.992912236814676
PFM3T7T01,0.99,TNR_cort,SMd,10,70,1.0
PFM3T7T01,0.99,TNR_cort,SMd,15,70,0.999751825852655
PFM3T7T01,0.99,TNR_cort,SMd,20,70,0.999556831879742
PFM3T7T01,0.99,TNR_cort,SMd,25,70,0.998599588739984
PFM3T7T01,0.99,TNR_cort,SMd,30,70,0.997979153371623
PFM3T7T01,0.99,TNR_cort,SMd,35,70,0.997730979224279
PFM3T7T01,0.99,TNR_cort,SMd,40,70,0.997465078352124
PFM3T7T01,0.99,TNR_cort,SMd,45,70,0.997163724030348
PFM3T7T01,0.99,TNR_cort,SMd,5,70,1.0
PFM3T7T01,0.99,TNR_cort,SMd,50,70,0.997695525774658
PFM3T7T01,0.99,TNR_cort,SMd,55,70,0.99728781110402
PFM3T7T01,0.99,TNR_cort,SMd,60,70,0.997021910231866
PFM3T7T01,0.99,TNR_cort,SMd,65,70,0.997500531801744
PFM3T7T01,0.99,TNR_cort,SMd,70,70,0.99781961284833
PFM3T7T01,0.99,TNR_cort,SMl,10,70,0.996605305522503
PFM3T7T01,0.99,TNR_cort,SMl,15,70,0.996447819696227
PFM3T7T01,0.99,TNR_cort,SMl,20,70,0.992388185063344
PFM3T7T01,0.99,TNR_cort,SMl,25,70,0.995082942535172
PFM3T7T01,0.99,TNR_cort,SMl,30,70,0.995590396864282
PFM3T7T01,0.99,TNR_cort,SMl,35,70,0.995397914187723
PFM3T7T01,0.99,TNR_cort,SMl,40,70,0.9957653811157
PFM3T7T01,0.99,TNR_cort,SMl,45,70,0.995170434660881
PFM3T7T01,0.99,TNR_cort,SMl,5,70,0.997235248827606
PFM3T7T01,0.99,TNR_cort,SMl,50,70,0.994715475607195
PFM3T7T01,0.99,TNR_cort,SMl,55,70,0.994995450409463
PFM3T7T01,0.99,TNR_cort,SMl,60,70,0.994715475607195
PFM3T7T01,0.99,TNR_cort,SMl,65,70,0.990725834674879
PFM3T7T01,0.99,TNR_cort,SMl,70,70,0.986998670119689
PFM3T7T01,0.99,TNR_cort,Sal,10,70,0.998148436553669
PFM3T7T01,0.99,TNR_cort,Sal,15,70,0.997092872345948
PFM3T7T01,0.99,TNR_cort,Sal,20,70,0.994981743930506
PFM3T7T01,0.99,TNR_cort,Sal,25,70,0.998304175535136
PFM3T7T01,0.99,TNR_cort,Sal,30,70,0.998390697191507
PFM3T7T01,0.99,TNR_cort,Sal,35,70,0.999100174773746
PFM3T7T01,0.99,TNR_cort,Sal,40,70,0.998425305854055
PFM3T7T01,0.99,TNR_cort,Sal,45,70,0.998321479866411
PFM3T7T01,0.99,TNR_cort,Sal,5,70,0.998459914516604
PFM3T7T01,0.99,TNR_cort,Sal,50,70,0.99794078457838
PFM3T7T01,0.99,TNR_cort,Sal,55,70,0.996885220370659
PFM3T7T01,0.99,TNR_cort,Sal,60,70,0.996193047119694
PFM3T7T01,0.99,TNR_cort,Sal,65,70,0.995795047500389
PFM3T7T01,0.99,TNR_cort,Sal,70,70,0.995968090813131
PFM3T7T01,0.99,TNR_cort,Tpole,10,70,0.998369011213048
PFM3T7T01,0.99,TNR_cort,Tpole,15,70,0.99819911654774
PFM3T7T01,0.99,TNR_cort,Tpole,20,70,0.995548759768943
PFM3T7T01,0.99,TNR_cort,Tpole,25,70,0.997587495752633
PFM3T7T01,0.99,TNR_cort,Tpole,30,70,0.998080190282025
PFM3T7T01,0.99,TNR_cort,Tpole,35,70,0.997400611620795
PFM3T7T01,0.99,TNR_cort,Tpole,40,70,0.996975874957526
PFM3T7T01,0.99,TNR_cort,Tpole,45,70,0.997162759089365
PFM3T7T01,0.99,TNR_cort,Tpole,5,70,0.999728168535508
PFM3T7T01,0.99,TNR_cort,Tpole,50,70,0.99750254841998
PFM3T7T01,0.99,TNR_cort,Tpole,55,70,0.998148148148148
PFM3T7T01,0.99,TNR_cort,Tpole,60,70,0.997893306150187
PFM3T7T01,0.99,TNR_cort,Tpole,65,70,0.998470948012232
PFM3T7T01,0.99,TNR_cort,Tpole,70,70,0.998436969079171
PFM3T7T01,0.99,TNR_cort,VAN,10,70,0.999561026145283
PFM3T7T01,0.99,TNR_cort,VAN,15,70,0.999438113465962
PFM3T7T01,0.99,TNR_cort,VAN,20,70,0.999543467191094
PFM3T7T01,0.99,TNR_cort,VAN,25,70,0.999385436603396
PFM3T7T01,0.99,TNR_cort,VAN,30,70,0.99933275974083
PFM3T7T01,0.99,TNR_cort,VAN,35,70,0.999385436603396
PFM3T7T01,0.99,TNR_cort,VAN,40,70,0.998858667977735
PFM3T7T01,0.99,TNR_cort,VAN,45,70,0.999157170198943
PFM3T7T01,0.99,TNR_cort,VAN,5,70,0.998367017260452
PFM3T7T01,0.99,TNR_cort,VAN,50,70,0.999034257519622
PFM3T7T01,0.99,TNR_cort,VAN,55,70,0.998823550069358
PFM3T7T01,0.99,TNR_cort,VAN,60,70,0.999315200786641
PFM3T7T01,0.99,TNR_cort,VAN,65,70,0.998647960527471
PFM3T7T01,0.99,TNR_cort,VAN,70,70,0.998893785886113
PFM3T7T01,0.99,TNR_cort,Vis,10,70,0.997053815691301
PFM3T7T01,0.99,TNR_cort,Vis,15,70,0.996728587553328
PFM3T7T01,0.99,TNR_cort,Vis,20,70,0.994318073118938
PFM3T7T01,0.99,TNR_cort,Vis,25,70,0.99274932562989
PFM3T7T01,0.99,TNR_cort,Vis,30,70,0.990434466530198
PFM3T7T01,0.99,TNR_cort,Vis,35,70,0.99133362667636
PFM3T7T01,0.99,TNR_cort,Vis,40,70,0.991046660672266
PFM3T7T01,0.99,TNR_cort,Vis,45,70,0.991486675211877
PFM3T7T01,0.99,TNR_cort,Vis,5,70,0.99758948556561
PFM3T7T01,0.99,TNR_cort,Vis,50,70,0.991716248015152
PFM3T7T01,0.99,TNR_cort,Vis,55,70,0.991257102408601
PFM3T7T01,0.99,TNR_cort,Vis,60,70,0.99229018002334
PFM3T7T01,0.99,TNR_cort,Vis,65,70,0.99470069445773
PFM3T7T01,0.99,TNR_cort,Vis,70,70,0.995599854603891
PFM3T7T01,0.99,TN_cort,Aud,10,70,54406.0
PFM3T7T01,0.99,TN_cort,Aud,15,70,54350.0
PFM3T7T01,0.99,TN_cort,Aud,20,70,54267.0
PFM3T7T01,0.99,TN_cort,Aud,25,70,54299.0
PFM3T7T01,0.99,TN_cort,Aud,30,70,54319.0
PFM3T7T01,0.99,TN_cort,Aud,35,70,54306.0
PFM3T7T01,0.99,TN_cort,Aud,40,70,54160.0
PFM3T7T01,0.99,TN_cort,Aud,45,70,54185.0
PFM3T7T01,0.99,TN_cort,Aud,5,70,54417.0
PFM3T7T01,0.99,TN_cort,Aud,50,70,54145.0
PFM3T7T01,0.99,TN_cort,Aud,55,70,54187.0
PFM3T7T01,0.99,TN_cort,Aud,60,70,54188.0
PFM3T7T01,0.99,TN_cort,Aud,65,70,54159.0
PFM3T7T01,0.99,TN_cort,Aud,70,70,54135.0
PFM3T7T01,0.99,TN_cort,AMN,10,70,49645.0
PFM3T7T01,0.99,TN_cort,AMN,15,70,51046.0
PFM3T7T01,0.99,TN_cort,AMN,20,70,51455.0
PFM3T7T01,0.99,TN_cort,AMN,25,70,51278.0
PFM3T7T01,0.99,TN_cort,AMN,30,70,51092.0
PFM3T7T01,0.99,TN_cort,AMN,35,70,51059.0
PFM3T7T01,0.99,TN_cort,AMN,40,70,51078.0
PFM3T7T01,0.99,TN_cort,AMN,45,70,50822.0
PFM3T7T01,0.99,TN_cort,AMN,5,70,50631.0
PFM3T7T01,0.99,TN_cort,AMN,50,70,50872.0
PFM3T7T01,0.99,TN_cort,AMN,55,70,50733.0
PFM3T7T01,0.99,TN_cort,AMN,60,70,51114.0
PFM3T7T01,0.99,TN_cort,AMN,65,70,51565.0
PFM3T7T01,0.99,TN_cort,AMN,70,70,51821.0
PFM3T7T01,0.99,TN_cort,DAN,10,70,51907.0
PFM3T7T01,0.99,TN_cort,DAN,15,70,51754.0
PFM3T7T01,0.99,TN_cort,DAN,20,70,51650.0
PFM3T7T01,0.99,TN_cort,DAN,25,70,51731.0
PFM3T7T01,0.99,TN_cort,DAN,30,70,51773.0
PFM3T7T01,0.99,TN_cort,DAN,35,70,51860.0
PFM3T7T01,0.99,TN_cort,DAN,40,70,51837.0
