Method,ExpMin,N,Mean_within,SD_within,Mean_between,SD_between,Mean_diff,SD_diff,t,p,Hedges_g
StandardTM,5,4,0.4188236645562893,0.0446602065894774,0.3218409202702728,0.0137815507747722,0.0969827442860164,0.0328834790853048,5.898569554299779,0.0097280401491323,2.3594278217199114
StandardTM,70,4,0.6620492947723811,0.0256085472751425,0.4495823974479183,0.0099521769011461,0.2124668973244627,0.0160446214639546,26.4845010898867,0.0001181057044684,10.59380043595468
